uuid,file_md5,index,source,target,argc,argv,return,dynamic
686d07c88c9f935b154f82476d6611bd,f639768f1372822c01e742cab0e6516a,0,__main__,zend_compile_file,2,{"value": []},{"value": "413C0D2B413C2641423C413C2B413C2A2626262626264142423C26264142423C262626262659730D2B5051262A59730D2B5051262A59730D2B5051262A59730D2B5051262A413C0D2B8D2A413C0D2B8D2A413C0D2B8D2A413C0D2B8D2A59732E505111342B262A2641415051423C6A41413C263B423D132E72342E3B423D11342B3B0850510808413D26423C132B3B0808505108080808423C080808413D2626423C6A41413C26423C6A41423C26132E13342B424101413C08084201413C082608413C6A41413C132B08262A284F2A410841423C2608413C6A41413C132B08262A284F2A2A722E4241413C132F4241413C13342F4241413C13342F4241413C13342F4241413C13342F4241413C13342F4241413C1334342B262659730D2F50513C13342B3B0808505108080808423C080808413D264241413C132B262A423C132B3B0850510808413D26423C132B4142423C264141423C264141423C264141423C264141423C26410841423C26423C01413C0301414141415051423C08413C284F2A2A2A2A26082626132B082601262A082659732F5973342B4F2A59732B50515393892A59732B50515393892A2A26515108510851085108510851085108510851085108510851085108510851085108265151085108510851085108510851085108510851085108510851085108265151085108510851085108510851085108510851085108510826515108510851085108510851085108510851085108265151085108510851085108510851085108265151085108510851085108510851085108265151085108510851085108510851085108265151085108510851085108510826515108510851085108510826515108510851085108510826515108510851085108265151085108510826413C50513B41413D2650513B41413D2650513B41413D2650513B3D3E"},[]
686d07c88c9f935b154f82476d6611bd,f639768f1372822c01e742cab0e6516a,1,__main__,defined,1,"{""value"": [[0, ""constant_name"", ""_NET""]]}",{"value": false},[0]
686d07c88c9f935b154f82476d6611bd,f639768f1372822c01e742cab0e6516a,2,__main__,error_reporting,1,"{""value"": [[0, ""new_error_level"", 0]]}",{"value": "void"},[0]
686d07c88c9f935b154f82476d6611bd,f639768f1372822c01e742cab0e6516a,3,__main__,define,2,"{""value"": [[0, ""constant_name"", ""_NET""], [1, ""value"", ""sh19042""]]}",{"value": "void"},"[0, 0]"
686d07c88c9f935b154f82476d6611bd,f639768f1372822c01e742cab0e6516a,4,__main__,function_exists,1,"{""value"": [[0, ""function_name"", ""date_default_timezone_set""]]}",{"value": true},[0]
686d07c88c9f935b154f82476d6611bd,f639768f1372822c01e742cab0e6516a,5,__main__,date_default_timezone_set,1,"{""value"": [[0, ""timezone_identifier"", ""America/Los_Angeles""]]}",{"value": "void"},[0]
686d07c88c9f935b154f82476d6611bd,f639768f1372822c01e742cab0e6516a,6,__main__,str_replace,3,"{""value"": [[0, ""search"", ""google""], [1, ""replace"", ""http://tds-narod.ru/i.txt""], [2, ""subject"", ""http://googlecountwebs.com/""]]}",{"value": "http://http://tds-narod.ru/i.txtcountwebs.com/"},"[0, 0, 0]"
686d07c88c9f935b154f82476d6611bd,f639768f1372822c01e742cab0e6516a,7,__main__,str_replace,3,"{""value"": [[0, ""search"", ""google""], [1, ""replace"", ""site""], [2, ""subject"", ""http://googlecountwebs.com/""]]}",{"value": "http://sitecountwebs.com/"},"[0, 0, 0]"
686d07c88c9f935b154f82476d6611bd,f639768f1372822c01e742cab0e6516a,8,__main__,zend_fetch_r_server,1,"{""value"": [[0, ""op1"", ""_SERVER""]]}",{"value": []},[0]
686d07c88c9f935b154f82476d6611bd,f639768f1372822c01e742cab0e6516a,9,__main__,zend_fetch_r_server,1,"{""value"": [[0, ""op1"", ""_SERVER""]]}",{"value": []},[0]
686d07c88c9f935b154f82476d6611bd,f639768f1372822c01e742cab0e6516a,10,__main__,zend_fetch_r_server,1,"{""value"": [[0, ""op1"", ""_SERVER""]]}",{"value": []},[0]
686d07c88c9f935b154f82476d6611bd,f639768f1372822c01e742cab0e6516a,11,__main__,function_exists,1,"{""value"": [[0, ""function_name"", ""get_cont""]]}",{"value": false},[0]
